6-29-2024 15:41:07-log: Cannot access game frame or container.
6-29-2024 15:41:08-debug: asset-db:require-engine-code (1394ms)
6-29-2024 15:41:08-log: Cocos Creator v3.8.0
6-29-2024 15:41:08-debug: [Assets Memory track]: asset-db:worker-init: initEngine start:19.90MB, end 87.90MB, increase: 68.00MB
6-29-2024 15:41:08-debug: [Assets Memory track]: asset-db-plugin-register: programming start:88.61MB, end 91.19MB, increase: 2.58MB
6-29-2024 15:41:08-debug: [Assets Memory track]: asset-db-plugin-register: engine-extends start:91.23MB, end 94.81MB, increase: 3.58MB
6-29-2024 15:41:08-debug: [Assets Memory track]: asset-db-plugin-enable: project start:91.40MB, end 94.81MB, increase: 3.41MB
6-29-2024 15:41:08-debug: [Assets Memory track]: asset-db:worker-init: initPlugin start:87.91MB, end 94.82MB, increase: 6.91MB
6-29-2024 15:41:08-debug: asset-db:worker-init: initPlugin (337ms)
6-29-2024 15:41:08-debug: [Assets Memory track]: asset-db:worker-init start:19.89MB, end 94.87MB, increase: 74.98MB
6-29-2024 15:41:08-debug: Run asset db hook programming:beforePreStart ...
6-29-2024 15:41:08-debug: Run asset db hook programming:beforePreStart success!
6-29-2024 15:41:08-debug: Run asset db hook engine-extends:beforePreStart ...
6-29-2024 15:41:08-debug: Run asset db hook engine-extends:beforePreStart success!
6-29-2024 15:41:09-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\chunksbackground: #aaff85; color: #000;color: #000;
6-29-2024 15:41:09-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\chunks\shading-entries\main-functions\misc\sky-vs.chunkbackground: #aaff85; color: #000;color: #000;
6-29-2024 15:41:09-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\chunks\shading-entries\main-functions\render-planar-shadow\fs.chunkbackground: #aaff85; color: #000;color: #000;
6-29-2024 15:41:09-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\chunks\shading-entries\main-functions\render-planar-shadow\vs.chunkbackground: #aaff85; color: #000;color: #000;
6-29-2024 15:41:09-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\chunks\shading-entries\main-functions\render-to-reflectmap\fs.chunkbackground: #aaff85; color: #000;color: #000;
6-29-2024 15:41:09-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\chunks\shading-entries\main-functions\render-to-scene\fs.chunkbackground: #aaff85; color: #000;color: #000;
6-29-2024 15:41:09-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\chunks\shading-entries\main-functions\render-to-scene\vs.chunkbackground: #aaff85; color: #000;color: #000;
6-29-2024 15:41:09-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\chunks\shading-entries\main-functions\render-to-shadowmap\fs.chunkbackground: #aaff85; color: #000;color: #000;
6-29-2024 15:41:09-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\chunks\shading-entries\main-functions\render-to-shadowmap\vs.chunkbackground: #aaff85; color: #000;color: #000;
6-29-2024 15:41:09-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\pipeline\post-process\chunks\fsr.chunkbackground: #aaff85; color: #000;color: #000;
6-29-2024 15:41:09-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\pipeline\post-process\chunks\hbao.chunkbackground: #aaff85; color: #000;color: #000;
6-29-2024 15:41:09-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\pipeline\post-process\chunks\vs.chunkbackground: #aaff85; color: #000;color: #000;
6-29-2024 15:41:09-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\chunks\shading-entries\main-functions\render-to-scene\pipeline\deferred-fs.chunkbackground: #aaff85; color: #000;color: #000;
6-29-2024 15:41:09-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\chunks\shading-entries\main-functions\render-to-scene\pipeline\forward-fs.chunkbackground: #aaff85; color: #000;color: #000;
6-29-2024 15:41:09-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\builtin-reflection-probe-preview.effectbackground: #aaff85; color: #000;color: #000;
6-29-2024 15:41:09-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\builtin-standard.effectbackground: #aaff85; color: #000;color: #000;
6-29-2024 15:41:10-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\builtin-terrain.effectbackground: #aaff85; color: #000;color: #000;
6-29-2024 15:41:11-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\builtin-toon.effectbackground: #aaff85; color: #000;color: #000;
6-29-2024 15:41:11-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\builtin-unlit.effectbackground: #aaff85; color: #000;color: #000;
6-29-2024 15:41:11-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\advanced\eye.effectbackground: #aaff85; color: #000;color: #000;
6-29-2024 15:41:12-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\advanced\hair.effectbackground: #aaff85; color: #000;color: #000;
6-29-2024 15:41:13-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\advanced\leaf.effectbackground: #aaff85; color: #000;color: #000;
6-29-2024 15:41:14-debug: run package(builder) handler(enable) start
6-29-2024 15:41:24-debug: [Assets Memory track]: asset-db-plugin-enable: builder start:196.47MB, end 281.08MB, increase: 84.61MB
6-29-2024 15:41:24-debug: run package(builder) handler(enable) success!
6-29-2024 15:41:24-debug: run package(shortcuts) handler(enable) start
6-29-2024 15:41:24-debug: run package(shortcuts) handler(enable) success!
6-29-2024 15:41:24-debug: run package(animation-graph) handler(enable) start
6-29-2024 15:41:24-debug: run package(animation-graph) handler(enable) success!
6-29-2024 15:41:24-debug: run package(about) handler(enable) start
6-29-2024 15:41:24-debug: run package(about) handler(enable) success!
6-29-2024 15:41:24-debug: run package(assets) handler(enable) start
6-29-2024 15:41:24-debug: run package(assets) handler(enable) success!
6-29-2024 15:41:24-debug: run package(console) handler(enable) start
6-29-2024 15:41:24-debug: run package(console) handler(enable) success!
6-29-2024 15:41:24-debug: run package(crash-reporter) handler(enable) start
6-29-2024 15:41:24-debug: run package(crash-reporter) handler(enable) success!
6-29-2024 15:41:24-debug: run package(extension) handler(enable) start
6-29-2024 15:41:24-debug: run package(extension) handler(enable) success!
6-29-2024 15:41:24-debug: run package(hierarchy) handler(enable) start
6-29-2024 15:41:24-debug: run package(hierarchy) handler(enable) success!
6-29-2024 15:41:24-debug: run package(inspector) handler(enable) start
6-29-2024 15:41:24-debug: run package(inspector) handler(enable) success!
6-29-2024 15:41:24-debug: run package(light-probe) handler(enable) start
6-29-2024 15:41:24-debug: run package(light-probe) handler(enable) success!
6-29-2024 15:41:24-debug: run package(node-library) handler(enable) start
6-29-2024 15:41:24-debug: run package(node-library) handler(enable) success!
6-29-2024 15:41:24-debug: run package(package-asset) handler(enable) success!
6-29-2024 15:41:24-debug: run package(package-asset) handler(enable) start
6-29-2024 15:41:24-debug: run package(process) handler(enable) start
6-29-2024 15:41:24-debug: run package(lightmap) handler(enable) start
6-29-2024 15:41:24-debug: run package(lightmap) handler(enable) success!
6-29-2024 15:41:24-debug: run package(process) handler(enable) success!
6-29-2024 15:41:24-debug: run package(reference-image) handler(enable) start
6-29-2024 15:41:24-debug: run package(reference-image) handler(enable) success!
6-29-2024 15:41:24-debug: run package(reflection-probe) handler(enable) start
6-29-2024 15:41:24-debug: run package(reflection-probe) handler(enable) success!
6-29-2024 15:41:24-debug: run package(engine-extends) handler(enable) start
6-29-2024 15:41:24-debug: run package(engine-extends) handler(enable) success!
6-29-2024 15:41:24-debug: run package(adsense-h5g-plugin) handler(enable) start
6-29-2024 15:41:24-debug: run package(adsense-h5g-plugin) handler(enable) success!
6-29-2024 15:41:24-debug: run package(alipay-mini-game) handler(enable) start
6-29-2024 15:41:24-debug: run package(alipay-mini-game) handler(enable) success!
6-29-2024 15:41:24-debug: run package(android) handler(enable) start
6-29-2024 15:41:24-debug: run package(android) handler(enable) success!
6-29-2024 15:41:24-debug: run package(bytedance-mini-game) handler(enable) start
6-29-2024 15:41:24-debug: run package(bytedance-mini-game) handler(enable) success!
6-29-2024 15:41:24-debug: run package(certificate) handler(enable) start
6-29-2024 15:41:24-debug: run package(certificate) handler(enable) success!
6-29-2024 15:41:24-debug: run package(channel-upload-tools) handler(enable) start
6-29-2024 15:41:24-debug: run package(channel-upload-tools) handler(enable) success!
6-29-2024 15:41:24-debug: run package(fb-instant-games) handler(enable) start
6-29-2024 15:41:24-debug: run package(fb-instant-games) handler(enable) success!
6-29-2024 15:41:24-debug: run package(huawei-agc) handler(enable) success!
6-29-2024 15:41:24-debug: run package(huawei-agc) handler(enable) start
6-29-2024 15:41:24-debug: run package(huawei-quick-game) handler(enable) start
6-29-2024 15:41:24-debug: run package(huawei-quick-game) handler(enable) success!
6-29-2024 15:41:24-debug: run package(ios) handler(enable) start
6-29-2024 15:41:24-debug: run package(ios) handler(enable) success!
6-29-2024 15:41:24-debug: run package(linux) handler(enable) start
6-29-2024 15:41:24-debug: run package(linux) handler(enable) success!
6-29-2024 15:41:24-debug: run package(mac) handler(enable) start
6-29-2024 15:41:24-debug: run package(mac) handler(enable) success!
6-29-2024 15:41:24-debug: run package(native) handler(enable) start
6-29-2024 15:41:24-debug: run package(ohos) handler(enable) start
6-29-2024 15:41:24-debug: run package(native) handler(enable) success!
6-29-2024 15:41:24-debug: run package(ohos) handler(enable) success!
6-29-2024 15:41:24-debug: run package(openharmony) handler(enable) start
6-29-2024 15:41:24-debug: run package(openharmony) handler(enable) success!
6-29-2024 15:41:24-debug: run package(oppo-mini-game) handler(enable) start
6-29-2024 15:41:24-debug: run package(oppo-mini-game) handler(enable) success!
6-29-2024 15:41:24-debug: run package(runtime-dev-tools) handler(enable) start
6-29-2024 15:41:24-debug: run package(runtime-dev-tools) handler(enable) success!
6-29-2024 15:41:24-debug: run package(taobao-creative-app) handler(enable) start
6-29-2024 15:41:24-debug: run package(vivo-mini-game) handler(enable) start
6-29-2024 15:41:24-debug: run package(taobao-creative-app) handler(enable) success!
6-29-2024 15:41:24-debug: run package(taobao-mini-game) handler(enable) start
6-29-2024 15:41:24-debug: run package(vivo-mini-game) handler(enable) success!
6-29-2024 15:41:24-debug: run package(taobao-mini-game) handler(enable) success!
6-29-2024 15:41:24-debug: run package(web-desktop) handler(enable) start
6-29-2024 15:41:24-debug: run package(web-desktop) handler(enable) success!
6-29-2024 15:41:24-debug: run package(web-mobile) handler(enable) success!
6-29-2024 15:41:24-debug: run package(wechatgame) handler(enable) start
6-29-2024 15:41:24-debug: run package(wechatgame) handler(enable) success!
6-29-2024 15:41:24-debug: run package(wechatprogram) handler(enable) start
6-29-2024 15:41:24-debug: run package(windows) handler(enable) start
6-29-2024 15:41:24-debug: run package(xiaomi-quick-game) handler(enable) start
6-29-2024 15:41:24-debug: run package(xiaomi-quick-game) handler(enable) success!
6-29-2024 15:41:24-debug: run package(windows) handler(enable) success!
6-29-2024 15:41:24-debug: run package(web-mobile) handler(enable) start
6-29-2024 15:41:24-debug: run package(wechatprogram) handler(enable) success!
6-29-2024 15:41:24-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\advanced\simple-skin.effectbackground: #aaff85; color: #000;color: #000;
6-29-2024 15:41:25-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\advanced\skin.effectbackground: #aaff85; color: #000;color: #000;
6-29-2024 15:41:25-debug: run package(cocos-service) handler(enable) start
6-29-2024 15:41:25-debug: run package(cocos-service) handler(enable) success!
6-29-2024 15:41:25-debug: run package(im-plugin) handler(enable) start
6-29-2024 15:41:25-debug: run package(im-plugin) handler(enable) success!
6-29-2024 15:41:25-debug: run package(placeholder) handler(enable) start
6-29-2024 15:41:25-debug: run package(placeholder) handler(enable) success!
6-29-2024 15:41:25-debug: run package(prefab380fix) handler(register) start
6-29-2024 15:41:25-debug: run package(prefab380fix) handler(register) success!
6-29-2024 15:41:25-debug: run package(prefab380fix) handler(enable) start
6-29-2024 15:41:25-debug: run package(prefab380fix) handler(enable) success!
6-29-2024 15:41:25-debug: run package(cocos-service) handler(register) start
6-29-2024 15:41:25-debug: run package(cocos-service) handler(register) success!
6-29-2024 15:41:25-debug: run package(cocos-service) handler(disable) start
6-29-2024 15:41:25-debug: run package(cocos-service) handler(disable) success!
6-29-2024 15:41:25-debug: run package(cocos-service) handler(enable) start
6-29-2024 15:41:25-debug: run package(cocos-service) handler(enable) success!
6-29-2024 15:41:25-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\advanced\sky.effectbackground: #aaff85; color: #000;color: #000;
6-29-2024 15:41:25-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\advanced\water.effectbackground: #aaff85; color: #000;color: #000;
6-29-2024 15:41:26-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\for2d\builtin-spine.effectbackground: #aaff85; color: #000;color: #000;
6-29-2024 15:41:26-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\for2d\builtin-sprite-renderer.effectbackground: #aaff85; color: #000;color: #000;
6-29-2024 15:41:26-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\for2d\builtin-sprite.effectbackground: #aaff85; color: #000;color: #000;
6-29-2024 15:41:26-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\internal\builtin-camera-texture.effectbackground: #aaff85; color: #000;color: #000;
6-29-2024 15:41:26-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\internal\builtin-clear-stencil.effectbackground: #aaff85; color: #000;color: #000;
6-29-2024 15:41:26-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\internal\builtin-debug-renderer.effectbackground: #aaff85; color: #000;color: #000;
6-29-2024 15:41:26-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\internal\builtin-geometry-renderer.effectbackground: #aaff85; color: #000;color: #000;
6-29-2024 15:41:26-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\internal\builtin-graphics.effectbackground: #aaff85; color: #000;color: #000;
6-29-2024 15:41:26-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\internal\builtin-occlusion-query.effectbackground: #aaff85; color: #000;color: #000;
6-29-2024 15:41:26-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\internal\builtin-reflection-deferred.effectbackground: #aaff85; color: #000;color: #000;
6-29-2024 15:41:27-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\internal\builtin-wireframe.effectbackground: #aaff85; color: #000;color: #000;
6-29-2024 15:41:27-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\legacy\standard.effectbackground: #aaff85; color: #000;color: #000;
6-29-2024 15:41:27-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\legacy\terrain.effectbackground: #aaff85; color: #000;color: #000;
6-29-2024 15:41:27-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\legacy\toon.effectbackground: #aaff85; color: #000;color: #000;
6-29-2024 15:41:28-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\particles\builtin-billboard.effectbackground: #aaff85; color: #000;color: #000;
6-29-2024 15:41:28-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\particles\builtin-particle-gpu.effectbackground: #aaff85; color: #000;color: #000;
6-29-2024 15:41:29-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\particles\builtin-particle-trail.effectbackground: #aaff85; color: #000;color: #000;
6-29-2024 15:41:29-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\particles\builtin-particle-xr-trail.effectbackground: #aaff85; color: #000;color: #000;
6-29-2024 15:41:29-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\particles\builtin-particle.effectbackground: #aaff85; color: #000;color: #000;
6-29-2024 15:41:30-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\pipeline\cluster-build.effectbackground: #aaff85; color: #000;color: #000;
6-29-2024 15:41:30-debug: run package(im-plugin) handler(register) start
6-29-2024 15:41:30-debug: run package(im-plugin) handler(register) success!
6-29-2024 15:41:30-debug: run package(im-plugin) handler(disable) start
6-29-2024 15:41:30-debug: run package(im-plugin) handler(enable) start
6-29-2024 15:41:30-debug: run package(im-plugin) handler(disable) success!
6-29-2024 15:41:30-debug: run package(im-plugin) handler(enable) success!
6-29-2024 15:41:30-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\pipeline\cluster-culling.effectbackground: #aaff85; color: #000;color: #000;
6-29-2024 15:41:30-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\pipeline\copy-pass.effectbackground: #aaff85; color: #000;color: #000;
6-29-2024 15:41:30-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\pipeline\deferred-lighting.effectbackground: #aaff85; color: #000;color: #000;
6-29-2024 15:41:30-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\pipeline\planar-shadow.effectbackground: #aaff85; color: #000;color: #000;
6-29-2024 15:41:31-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\pipeline\post-process.effectbackground: #aaff85; color: #000;color: #000;
6-29-2024 15:41:31-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\pipeline\skybox.effectbackground: #aaff85; color: #000;color: #000;
6-29-2024 15:41:31-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\pipeline\smaa.effectbackground: #aaff85; color: #000;color: #000;
6-29-2024 15:41:31-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\pipeline\ssss-blur.effectbackground: #aaff85; color: #000;color: #000;
6-29-2024 15:41:31-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\pipeline\tone-mapping.effectbackground: #aaff85; color: #000;color: #000;
6-29-2024 15:41:31-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\pipeline\tonemap.effectbackground: #aaff85; color: #000;color: #000;
6-29-2024 15:41:31-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\util\batched-unlit.effectbackground: #aaff85; color: #000;color: #000;
6-29-2024 15:41:31-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\util\profiler.effectbackground: #aaff85; color: #000;color: #000;
6-29-2024 15:41:31-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\util\sequence-anim.effectbackground: #aaff85; color: #000;color: #000;
6-29-2024 15:41:31-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\util\splash-screen.effectbackground: #aaff85; color: #000;color: #000;
6-29-2024 15:41:31-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\internal\editor\box-height-light.effectbackground: #aaff85; color: #000;color: #000;
6-29-2024 15:41:31-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\internal\editor\gizmo.effectbackground: #aaff85; color: #000;color: #000;
6-29-2024 15:41:31-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\internal\editor\grid-2d.effectbackground: #aaff85; color: #000;color: #000;
6-29-2024 15:41:31-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\internal\editor\grid-stroke.effectbackground: #aaff85; color: #000;color: #000;
6-29-2024 15:41:31-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\internal\editor\grid.effectbackground: #aaff85; color: #000;color: #000;
6-29-2024 15:41:31-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\internal\editor\light-probe-visualization.effectbackground: #aaff85; color: #000;color: #000;
6-29-2024 15:41:32-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\internal\editor\light.effectbackground: #aaff85; color: #000;color: #000;
6-29-2024 15:41:32-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\internal\editor\terrain-circle-brush.effectbackground: #aaff85; color: #000;color: #000;
6-29-2024 15:41:32-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\internal\editor\terrain-image-brush.effectbackground: #aaff85; color: #000;color: #000;
6-29-2024 15:41:32-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\internal\editor\terrain-select-brush.effectbackground: #aaff85; color: #000;color: #000;
6-29-2024 15:41:32-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\pipeline\post-process\blit-screen.effectbackground: #aaff85; color: #000;color: #000;
6-29-2024 15:41:32-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\pipeline\post-process\bloom.effectbackground: #aaff85; color: #000;color: #000;
6-29-2024 15:41:32-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\pipeline\post-process\color-grading.effectbackground: #aaff85; color: #000;color: #000;
6-29-2024 15:41:32-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\pipeline\post-process\fsr.effectbackground: #aaff85; color: #000;color: #000;
6-29-2024 15:41:32-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\pipeline\post-process\fxaa-hq.effectbackground: #aaff85; color: #000;color: #000;
6-29-2024 15:41:32-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\pipeline\post-process\hbao.effectbackground: #aaff85; color: #000;color: #000;
6-29-2024 15:41:32-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\pipeline\post-process\taa.effectbackground: #aaff85; color: #000;color: #000;
6-29-2024 15:41:32-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\util\dcc\imported-metallic-roughness.effectbackground: #aaff85; color: #000;color: #000;
6-29-2024 15:41:33-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\util\dcc\imported-specular-glossiness.effectbackground: #aaff85; color: #000;color: #000;
6-29-2024 15:41:33-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\util\dcc\vat\houdini-fluid-v3-liquid.effectbackground: #aaff85; color: #000;color: #000;
6-29-2024 15:41:34-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\util\dcc\vat\houdini-rigidbody-v2.effectbackground: #aaff85; color: #000;color: #000;
6-29-2024 15:41:34-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\util\dcc\vat\houdini-softbody-v3.effectbackground: #aaff85; color: #000;color: #000;
6-29-2024 15:41:35-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\util\dcc\vat\zeno-fluid-liquid.effectbackground: #aaff85; color: #000;color: #000;
6-29-2024 15:41:36-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\tools\debug-view-runtime-control.tsbackground: #aaff85; color: #000;color: #000;
6-29-2024 15:41:36-debug: Preimport db internal success
6-29-2024 15:41:36-debug: start asset-db(assets)...
6-29-2024 15:41:36-debug: start asset-db with asset: 0
6-29-2024 15:41:36-debug: Run asset db hook programming:afterPreStart ...
6-29-2024 15:41:36-debug: asset-db:worker-startup-database[assets] (15ms)
6-29-2024 15:41:37-debug: Set detail map pack:///resolution-detail-map.json: {}
6-29-2024 15:41:37-debug: Run asset db hook programming:afterPreStart success!
6-29-2024 15:41:37-debug: Run asset db hook engine-extends:afterPreStart ...
6-29-2024 15:41:37-debug: asset-db-hook-programming-afterPreStart (774ms)
6-29-2024 15:41:37-debug: recompile effect.bin success
6-29-2024 15:41:37-debug: Run asset db hook engine-extends:afterPreStart success!
6-29-2024 15:41:37-debug: [Assets Memory track]: asset-db:worker-init: preStart start:94.88MB, end 415.81MB, increase: 320.93MB
6-29-2024 15:41:37-debug: Start up the 'internal' database...
6-29-2024 15:41:37-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\default-video.mp4background: #aaff85; color: #000;color: #000;
